Row ID,Order ID,Customer ID,Ship Mode,Order Date,Ship Date,period,Season,year,month,day_of_week,Coordinates,State,City,Segment,Sub-Category,Product ID,Product Name,Discount,Sales,Quantity,unit_value,Profit
5163,CA-2016-115378,AJ-10945,Second Class,2016-11-18,2016-11-23,407 days,Fall,2016,11,4,"(44.3148, -85.6024)",Michigan,Taylor,Consumer,Chairs,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,0.0,301.96,2,150.98,33.2156
5164,CA-2015-161627,SJ-20215,Standard Class,2015-07-06,2015-07-11,908 days,Summer,2015,7,0,"(36.7783, -119.4179)",California,Pasadena,Consumer,Chairs,FUR-CH-10003968,Novimex Turbo Task Chair,0.2,170.352,3,56.784,-17.0352
5168,CA-2014-121006,SC-20020,Standard Class,2014-11-10,2014-11-16,1146 days,Fall,2014,11,0,"(44.3148, -85.6024)",Ohio,Midland,Consumer,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,0.0,563.94,3,187.98000000000002,112.788
5171,CA-2016-122903,LA-16780,Second Class,2016-05-28,2016-05-29,581 days,Spring,2016,5,5,"(44.3148, -85.6024)",Ohio,Detroit,Corporate,Chairs,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,0.0,3504.9,5,700.98,700.98
5176,CA-2017-106432,CA-12265,Standard Class,2017-10-21,2017-10-24,70 days,Fall,2017,10,5,"(31.9686, -99.9018)",Texas,Waco,Consumer,Bookcases,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,0.32,328.3992,3,109.46640000000001,-91.7586
5179,US-2015-120502,BT-11395,Standard Class,2015-04-13,2015-04-19,992 days,Spring,2015,4,0,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,0.0,37.68,2,18.84,15.8256
5189,CA-2015-115567,ZC-21910,Standard Class,2015-09-13,2015-09-18,839 days,Fall,2015,9,6,"(40.2672, -86.1349)",Indiana,Columbus,Consumer,Chairs,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,0.0,1516.2,7,216.6,394.212
5193,CA-2014-101560,CS-12250,Second Class,2014-11-29,2014-12-01,1127 days,Fall,2014,11,5,"(33.8361, -81.1637)",South Carolina,Columbia,Corporate,Furnishings,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,0.0,397.6,5,79.52000000000001,43.736
5221,CA-2014-140487,SR-20425,Standard Class,2014-06-14,2014-06-20,1295 days,Summer,2014,6,5,"(44.3148, -85.6024)",Michigan,Detroit,Home Office,Bookcases,FUR-BO-10000711,"Hon Metal Bookcases, Gray",0.0,212.94,3,70.98,57.4938
5228,CA-2016-119865,AS-10090,Standard Class,2016-06-21,2016-06-26,557 days,Summer,2016,6,1,"(40.7128, -74.006)",New York,New York City,Consumer,Bookcases,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,0.2,353.568,2,176.784,-44.196
5231,CA-2017-124436,SA-20830,Second Class,2017-03-19,2017-03-22,286 days,Spring,2017,3,6,"(36.7783, -119.4179)",Texas,Fresno,Consumer,Tables,FUR-TA-10001095,Chromcraft Round Conference Tables,0.2,697.16,5,139.432,8.7145
5232,CA-2017-124436,SA-20830,Second Class,2017-03-19,2017-03-22,286 days,Spring,2017,3,6,"(36.7783, -119.4179)",California,Fresno,Consumer,Furnishings,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",0.0,30.93,1,30.93,12.6813
5234,CA-2014-115084,LS-17200,Standard Class,2014-10-18,2014-10-22,1169 days,Fall,2014,10,5,"(35.201, -91.8318)",Arkansas,Texarkana,Corporate,Chairs,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,0.0,605.34,6,100.89,145.2816
5237,CA-2014-166744,DN-13690,Standard Class,2014-09-20,2014-09-24,1197 days,Fall,2014,9,5,"(39.0458, -76.6413)",Maryland,Columbia,Consumer,Furnishings,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",0.0,164.22,3,54.74,50.9082
5238,CA-2014-166744,DN-13690,Standard Class,2014-09-20,2014-09-24,1197 days,Fall,2014,9,5,"(39.0458, -76.6413)",Ohio,Columbia,Consumer,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,0.0,362.94,3,120.98,36.294
5245,CA-2016-156265,BF-11020,Second Class,2016-08-06,2016-08-04,511 days,Summer,2016,8,5,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Tables,FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",0.2,136.464,2,68.232,15.3522
5255,CA-2015-125185,AH-10195,Second Class,2015-03-05,2015-03-07,1031 days,Spring,2015,3,3,"(41.2033, -77.1945)",Pennsylvania,Bethlehem,Corporate,Chairs,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",0.3,99.372,2,49.686,-7.098
5256,CA-2015-125185,AH-10195,Second Class,2015-03-05,2015-03-07,1031 days,Spring,2015,3,3,"(41.2033, -77.1945)",Pennsylvania,Bethlehem,Corporate,Furnishings,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,0.2,33.568,2,16.784,-5.4548
5263,CA-2014-105165,SZ-20035,First Class,2014-09-07,2014-09-10,1210 days,Fall,2014,9,6,"(31.9686, -99.9018)",Texas,Houston,Home Office,Tables,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",0.3,200.795,1,200.795,-22.948
5270,CA-2017-144484,CB-12025,Same Day,2017-09-16,2017-09-11,105 days,Fall,2017,9,5,"(36.7783, -119.4179)",California,San Francisco,Consumer,Furnishings,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",0.0,32.36,4,8.09,11.6496
5272,CA-2017-125913,JO-15145,Same Day,2017-01-21,2017-01-16,343 days,Winter,2017,1,5,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Furnishings,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",0.0,27.92,4,6.98,8.0968
5273,CA-2017-125913,JO-15145,Same Day,2017-01-16,2017-01-16,348 days,Winter,2017,1,0,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Tables,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.2,399.672,7,57.096000000000004,-14.9877
5275,CA-2015-162887,SV-20785,Second Class,2015-11-07,2015-11-09,784 days,Fall,2015,11,5,"(44.5588, -72.5778)",Vermont,Burlington,Consumer,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,0.0,715.2,3,238.4,178.8
5278,CA-2014-113859,BC-11125,Standard Class,2014-09-13,2014-09-17,1204 days,Fall,2014,9,5,"(31.9686, -99.9018)",Texas,Odessa,Home Office,Chairs,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",0.3,340.116,6,56.686,-9.7176
5282,CA-2015-105158,SP-20860,Standard Class,2015-09-05,2015-09-10,847 days,Fall,2015,9,5,"(46.7296, -94.6859)",Minnesota,Rochester,Corporate,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,0.0,6.16,2,3.08,2.9568
5288,CA-2017-105991,LH-17020,First Class,2017-05-06,2017-05-06,238 days,Spring,2017,5,5,"(39.5501, -105.7821)",Florida,Louisville,Consumer,Bookcases,FUR-BO-10004467,Bestar Classic Bookcase,0.7,89.991,24,3.749625,-152.9847
5294,CA-2015-111073,MC-18100,Standard Class,2015-12-26,2015-12-30,735 days,Winter,2015,12,5,"(40.4173, -82.9071)",Ohio,Medina,Consumer,Tables,FUR-TA-10004086,KI Adjustable-Height Table,0.4,51.588,1,51.588,-15.4764
5305,US-2014-166310,JS-15940,First Class,2014-09-21,2014-09-23,1196 days,Fall,2014,9,6,"(31.9686, -99.9018)",Texas,Garland,Home Office,Furnishings,FUR-FU-10001546,Dana Swing-Arm Lamps,0.6,8.544,2,4.272,-7.476
5309,CA-2017-131254,NC-18415,First Class,2017-11-19,2017-11-21,41 days,Fall,2017,11,6,"(31.9686, -99.9018)",Texas,Houston,Consumer,Chairs,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",0.3,191.058,3,63.686,-46.3998
5316,CA-2016-154060,DL-12865,Standard Class,2016-05-02,2016-05-08,607 days,Spring,2016,5,0,"(35.7596, -79.0193)",North Carolina,Greensboro,Consumer,Chairs,FUR-CH-10002304,"Global Stack Chair without Arms, Black",0.2,187.056,9,20.784000000000002,11.691
5318,US-2017-162558,Dp-13240,First Class,2017-10-02,2017-10-05,89 days,Fall,2017,10,0,"(35.5175, -86.5804)",Tennessee,Knoxville,Home Office,Furnishings,FUR-FU-10004864,Eldon 500 Class Desk Accessories,0.2,9.656,21,0.45980952380952383,1.5691
5321,US-2017-162558,Dp-13240,First Class,2017-10-02,2017-10-05,89 days,Fall,2017,10,0,"(35.5175, -86.5804)",Tennessee,Knoxville,Home Office,Tables,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.4,2314.116,7,330.588,-1002.7836
5323,US-2017-162558,Dp-13240,First Class,2017-10-07,2017-10-05,84 days,Fall,2017,10,5,"(35.5175, -86.5804)",Ohio,Knoxville,Home Office,Furnishings,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",0.2,19.76,2,9.88,5.928
5326,CA-2015-119508,TZ-21580,Standard Class,2015-12-04,2015-12-09,757 days,Winter,2015,12,4,"(36.7783, -119.4179)",California,Lakewood,Consumer,Furnishings,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",0.0,25.08,6,4.18,9.0288
5331,CA-2016-123120,CV-12295,Standard Class,2016-09-04,2016-09-08,482 days,Fall,2016,9,6,"(40.7128, -74.006)",New York,New York City,Consumer,Furnishings,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",0.0,63.94,1,63.94,24.9366
5355,CA-2014-113768,AH-10030,Standard Class,2014-05-13,2014-05-19,1327 days,Spring,2014,5,1,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Chairs,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",0.2,279.456,6,46.576,20.9592
5363,CA-2016-122017,CD-11920,Standard Class,2016-12-29,2017-01-02,366 days,Winter,2016,12,3,"(38.691750, -98.202577)",Kansas,Wichita,Consumer,Furnishings,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",0.0,70.56,6,11.76,23.9904
5374,CA-2015-118738,AG-10495,Standard Class,2015-10-24,2015-10-30,798 days,Fall,2015,10,5,"(31.9686, -99.9018)",Texas,Houston,Corporate,Tables,FUR-TA-10002607,KI Conference Tables,0.3,347.361,7,49.623,-69.4722
5395,US-2014-123183,GR-14560,Standard Class,2014-11-19,2014-11-25,1137 days,Fall,2014,11,2,"(38.9108, -75.5277)",Delaware,Wilmington,Corporate,Bookcases,FUR-BO-10000362,Sauder Inglewood Library Bookcases,0.0,1025.88,6,170.98000000000002,235.9524
5397,US-2016-147340,EB-13750,Same Day,2016-09-24,2016-09-24,462 days,Fall,2016,9,5,"(36.7783, -119.4179)",California,San Francisco,Corporate,Furnishings,FUR-FU-10002501,Nu-Dell Executive Frame,0.0,63.2,5,12.64,23.384
5400,CA-2016-117681,HF-14995,Standard Class,2016-04-09,2016-04-14,630 days,Spring,2016,4,5,"(36.7783, -119.4179)",California,Los Angeles,Consumer,Bookcases,FUR-BO-10001798,Bush Somerset Collection Bookcase,0.15,556.665,5,111.333,6.549
5427,CA-2016-153598,NM-18520,First Class,2016-12-03,2016-12-06,392 days,Winter,2016,12,5,"(36.7783, -119.4179)",Texas,Los Angeles,Consumer,Furnishings,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,0.0,111.9,6,18.650000000000002,51.474
5428,US-2016-108497,MH-17290,Same Day,2016-06-14,2016-06-14,564 days,Summer,2016,6,1,"(36.7783, -119.4179)",California,Los Angeles,Home Office,Bookcases,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",0.15,599.165,5,119.833,35.245
5430,CA-2014-136861,PR-18880,First Class,2014-09-06,2014-09-07,1211 days,Fall,2014,9,5,"(27.9944, -81.7603)",Florida,Saint Petersburg,Consumer,Furnishings,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,0.2,31.984,2,15.992,1.999
5437,CA-2014-103317,DM-13525,First Class,2014-07-05,2014-07-08,1274 days,Summer,2014,7,5,"(27.9944, -81.7603)",Florida,Palm Coast,Corporate,Furnishings,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,0.2,19.52,2,9.76,5.368
5439,CA-2014-103317,DM-13525,First Class,2014-07-05,2014-07-08,1274 days,Summer,2014,7,5,"(27.9944, -81.7603)",Florida,Palm Coast,Corporate,Furnishings,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,0.2,213.216,3,71.072,15.9912
5452,US-2014-119081,TA-21385,Standard Class,2014-09-12,2014-09-19,1205 days,Fall,2014,9,4,"(38.691750, -98.202577)",Kansas,Olathe,Home Office,Furnishings,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",0.0,40.56,2,20.28,12.9792
5458,CA-2017-130631,BS-11755,Standard Class,2017-12-29,2018-01-02,1 days,Winter,2017,12,4,"(47.7511, -120.7401)",Washington,Edmonds,Consumer,Furnishings,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,0.0,68.46,2,34.23,20.538
5460,CA-2017-116680,PK-19075,Second Class,2017-09-04,2017-09-06,117 days,Fall,2017,9,0,"(36.7783, -119.4179)",California,San Francisco,Consumer,Tables,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",0.2,1478.272,8,184.784,92.392
5462,CA-2017-101574,BD-11725,Standard Class,2017-09-28,2017-10-04,93 days,Fall,2017,9,3,"(36.7783, -119.4179)",California,Los Angeles,Consumer,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,0.0,9.24,3,3.08,4.4352
5466,CA-2014-146591,TS-21340,First Class,2014-01-19,2014-01-20,1441 days,Winter,2014,1,6,"(34.0489, -111.0937)",Arizona,Scottsdale,Consumer,Bookcases,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,0.7,181.47,5,36.294,-320.597
5469,CA-2014-132451,KF-16285,First Class,2014-09-27,2014-09-27,1190 days,Fall,2014,9,5,"(36.7783, -119.4179)",California,San Diego,Home Office,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.2,585.552,3,195.184,73.194
5472,CA-2017-116946,TS-21505,Standard Class,2017-12-19,2017-12-23,11 days,Winter,2017,12,1,"(39.5501, -105.7821)",Colorado,Parker,Consumer,Furnishings,FUR-FU-10000320,OIC Stacking Trays,0.2,13.36,5,2.6719999999999997,4.008
5491,CA-2017-134495,BF-11020,Second Class,2017-04-01,2017-04-04,273 days,Spring,2017,4,5,"(27.9944, -81.7603)",Florida,Jacksonville,Corporate,Chairs,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",0.2,218.352,3,72.784,-19.1058
5495,CA-2014-105249,DH-13675,Same Day,2014-11-28,2014-11-28,1128 days,Fall,2014,11,4,"(36.7783, -119.4179)",California,San Francisco,Home Office,Bookcases,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",0.15,411.332,4,102.833,-4.8392
5501,CA-2017-164378,MM-18055,Second Class,2017-07-15,2017-07-18,168 days,Summer,2017,7,5,"(40.7128, -74.006)",New York,New York City,Consumer,Chairs,FUR-CH-10002084,Hon Mobius Operator's Chair,0.1,664.146,6,110.69099999999999,88.5528
5503,CA-2017-127782,TH-21115,Standard Class,2017-11-04,2017-11-06,56 days,Fall,2017,11,5,"(41.2033, -77.1945)",Pennsylvania,Philadelphia,Corporate,Furnishings,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,0.2,3.312,1,3.312,0.6624
5509,CA-2015-168529,MB-17305,Standard Class,2015-10-10,2015-10-12,812 days,Fall,2015,10,5,"(36.7783, -119.4179)",California,San Francisco,Consumer,Furnishings,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",0.0,145.9,5,29.18,62.737
5540,US-2017-150595,LE-16810,Standard Class,2017-05-22,2017-05-26,222 days,Spring,2017,5,0,"(40.6331, -89.3985)",Illinois,Chicago,Consumer,Chairs,FUR-CH-10000513,High-Back Leather Manager's Chair,0.3,181.986,2,90.993,-54.5958
5543,CA-2016-134936,ES-14080,Standard Class,2016-12-24,2016-12-25,371 days,Winter,2016,12,5,"(34.0489, -111.0937)",Arizona,Tucson,Corporate,Tables,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",0.5,455.97,6,75.995,-218.8656
5555,US-2014-159618,DB-12970,Standard Class,2014-11-15,2014-11-16,1141 days,Fall,2014,11,5,"(31.9686, -99.9018)",Texas,Houston,Corporate,Bookcases,FUR-BO-10004467,Bestar Classic Bookcase,0.32,67.9932,1,67.9932,-12.9987
5556,CA-2017-116113,JW-15220,Second Class,2017-10-07,2017-10-06,84 days,Fall,2017,10,5,"(32.3182, -86.9023)",Alabama,Montgomery,Corporate,Furnishings,FUR-FU-10002963,"Master Caster Door Stop, Gray",0.0,10.16,2,5.08,3.4544
5577,CA-2016-136686,RF-19840,Standard Class,2016-12-12,2016-12-16,383 days,Winter,2016,12,0,"(36.7783, -119.4179)",Florida,Pasadena,Consumer,Furnishings,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",0.0,383.64,24,15.985,122.7648
5580,CA-2017-137498,LC-17050,Second Class,2017-09-09,2017-09-14,112 days,Fall,2017,9,5,"(36.7783, -119.4179)",California,Los Angeles,Consumer,Chairs,FUR-CH-10003833,Novimex Fabric Task Chair,0.2,243.92,5,48.784,-15.245
5582,CA-2017-163818,PS-18970,Standard Class,2017-10-04,2017-10-08,87 days,Fall,2017,10,2,"(39.0458, -76.6413)",Maryland,Clinton,Home Office,Furnishings,FUR-FU-10000076,24-Hour Round Wall Clock,0.0,19.98,1,19.98,8.5914
5584,CA-2014-116673,JO-15280,Second Class,2014-12-15,2014-12-19,1111 days,Winter,2014,12,0,"(36.7783, -119.4179)",Texas,San Diego,Consumer,Furnishings,FUR-FU-10003829,Stackable Trays,0.0,6.16,2,3.08,1.9712
5592,CA-2014-164742,ML-17395,Second Class,2014-10-18,2014-10-18,1169 days,Fall,2014,10,5,"(40.0583, -74.4057)",New Jersey,Lakewood,Corporate,Chairs,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",0.0,245.98,2,122.99,27.0578
5606,CA-2016-134516,FM-14215,Standard Class,2016-09-20,2016-09-25,466 days,Fall,2016,9,1,"(35.7596, -79.0193)",North Carolina,Greensboro,Corporate,Furnishings,FUR-FU-10001546,Dana Swing-Arm Lamps,0.2,17.088,2,8.544,1.068
5607,CA-2016-134516,FM-14215,Standard Class,2016-09-20,2016-09-25,466 days,Fall,2016,9,1,"(35.7596, -79.0193)",North Carolina,Greensboro,Corporate,Chairs,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",0.2,98.392,1,98.392,-11.0691
5618,CA-2017-125745,DV-13045,Standard Class,2017-06-30,2017-07-04,183 days,Summer,2017,6,4,"(35.5175, -86.5804)",Tennessee,Memphis,Corporate,Furnishings,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,0.2,19.52,2,9.76,5.368
5622,US-2016-124163,SC-20695,Standard Class,2016-09-25,2016-09-30,461 days,Fall,2016,9,6,"(43.7844, -88.7879)",Wisconsin,La Crosse,Corporate,Chairs,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",0.0,201.96,2,100.98,50.49
5626,CA-2014-126683,PP-18955,Second Class,2014-09-29,2014-10-01,1188 days,Fall,2014,9,0,"(47.7511, -120.7401)",Washington,Seattle,Home Office,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,0.0,6.16,2,3.08,2.9568
5627,CA-2014-126683,PP-18955,Second Class,2014-10-04,2014-10-01,1183 days,Fall,2014,10,5,"(47.7511, -120.7401)",Washington,Seattle,Home Office,Tables,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",0.0,2348.82,9,260.98,399.2994
5629,CA-2017-148810,DR-12880,Standard Class,2017-07-01,2017-07-01,182 days,Summer,2017,7,5,"(27.9944, -81.7603)",Florida,Miami,Corporate,Chairs,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,0.2,273.552,24,11.398000000000001,-13.6776
5630,US-2016-146066,RB-19465,Second Class,2016-08-27,2016-08-23,490 days,Summer,2016,8,5,"(41.2033, -77.1945)",Pennsylvania,Philadelphia,Home Office,Tables,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",0.4,815.292,9,90.58800000000001,-339.705
5632,CA-2014-127614,NF-18385,Standard Class,2014-02-11,2014-02-15,1418 days,Winter,2014,2,1,"(37.127156, -77.982101)",Virginia,Chesapeake,Consumer,Tables,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,0.0,1256.22,6,209.37,75.3732
5639,CA-2014-154893,GM-14440,Standard Class,2014-12-21,2014-12-27,1105 days,Winter,2014,12,6,"(36.7783, -119.4179)",California,San Diego,Consumer,Chairs,FUR-CH-10004287,SAFCO Arco Folding Chair,0.2,1325.76,6,220.96,149.148
5640,CA-2014-154893,GM-14440,Standard Class,2014-12-21,2014-12-27,1105 days,Winter,2014,12,6,"(36.7783, -119.4179)",California,San Diego,Consumer,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,0.2,572.16,3,190.72,35.76
5643,CA-2016-127985,DB-12910,Second Class,2016-04-02,2016-04-05,637 days,Spring,2016,4,5,"(32.1656, -82.9001)",Florida,Columbus,Home Office,Furnishings,FUR-FU-10003274,Regeneration Desk Collection,0.0,7.04,4,1.76,3.0976
5647,CA-2015-104241,AG-10495,Standard Class,2015-01-04,2015-01-09,1091 days,Winter,2015,1,6,"(37.127156, -77.982101)",Virginia,Alexandria,Corporate,Furnishings,FUR-FU-10001473,DAX Wood Document Frame,0.0,192.22,14,13.73,69.1992
5652,CA-2017-142342,AJ-10795,Second Class,2017-07-17,2017-07-19,166 days,Summer,2017,7,0,"(36.7783, -119.4179)",California,Apple Valley,Corporate,Bookcases,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",0.15,1194.165,5,238.833,210.735
5659,CA-2016-145261,AH-10120,First Class,2016-12-18,2016-12-21,377 days,Winter,2016,12,6,"(43.8041, -120.5542)",Oregon,Salem,Home Office,Tables,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",0.5,377.45,5,75.49,-264.215
5662,CA-2016-108875,CL-12700,Standard Class,2016-09-24,2016-10-01,462 days,Fall,2016,9,5,"(39.5501, -105.7821)",Colorado,Aurora,Home Office,Furnishings,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,0.2,21.44,2,10.72,7.504
5688,CA-2014-131541,CK-12205,Same Day,2014-08-02,2014-07-28,1246 days,Summer,2014,8,5,"(27.9944, -81.7603)",Florida,Apopka,Consumer,Furnishings,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",0.2,129.888,6,21.648,12.9888
5696,CA-2016-126165,AH-10465,Second Class,2016-05-05,2016-05-07,604 days,Spring,2016,5,3,"(36.7783, -119.4179)",California,San Francisco,Consumer,Tables,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,0.2,71.088,2,35.544,-1.7772
5704,US-2014-123519,SS-20875,Standard Class,2014-12-14,2014-12-21,1112 days,Winter,2014,12,6,"(40.4173, -82.9071)",Ohio,Marion,Consumer,Tables,FUR-TA-10002645,Hon Rectangular Conference Tables,0.4,136.53,1,136.53,-52.3365
5708,US-2015-160857,NW-18400,Standard Class,2015-05-09,2015-05-15,966 days,Spring,2015,5,5,"(40.7128, -74.006)",New York,New York City,Consumer,Furnishings,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,0.0,79.44,3,26.48,30.1872
5735,CA-2017-143574,DR-12880,First Class,2017-06-29,2017-07-02,184 days,Summer,2017,6,3,"(41.6032, -73.0877)",Connecticut,Milford,Corporate,Furnishings,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",0.0,25.16,2,12.58,8.5544
5741,US-2017-147886,DH-13075,First Class,2017-03-28,2017-03-31,277 days,Spring,2017,3,1,"(36.7783, -119.4179)",Ohio,Fairfield,Corporate,Furnishings,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,0.0,26.48,1,26.48,10.0624
5746,US-2017-147886,DH-13075,First Class,2017-03-28,2017-03-31,277 days,Spring,2017,3,1,"(36.7783, -119.4179)",California,Fairfield,Corporate,Furnishings,FUR-FU-10003829,Stackable Trays,0.0,21.56,7,3.0799999999999996,6.8992
5751,CA-2014-145800,SS-20410,Standard Class,2014-05-30,2014-06-05,1310 days,Spring,2014,5,4,"(40.6331, -89.3985)",Illinois,Buffalo Grove,Consumer,Tables,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,0.5,355.455,3,118.485,-184.8366
5754,CA-2016-118514,LC-17050,Standard Class,2016-02-03,2016-02-10,696 days,Winter,2016,2,2,"(37.8393, -84.27)",Kentucky,Richmond,Consumer,Chairs,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,0.0,866.4,4,216.6,225.264
5758,CA-2015-119634,BW-11065,Standard Class,2015-08-11,2015-08-16,872 days,Summer,2015,8,1,"(35.7596, -79.0193)",North Carolina,Raleigh,Consumer,Furnishings,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",0.2,46.152,3,15.384,12.1149
5764,CA-2015-162047,FH-14365,First Class,2015-11-03,2015-11-05,788 days,Fall,2015,11,1,"(40.7128, -74.006)",New York,Long Beach,Corporate,Chairs,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.1,1448.82,10,144.882,209.274
5771,CA-2015-103835,SC-20440,Standard Class,2015-09-26,2015-09-28,826 days,Fall,2015,9,5,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Furnishings,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",0.0,14.91,3,4.97,4.6221
5780,CA-2014-105270,AP-10915,Standard Class,2014-11-11,2014-11-18,1145 days,Fall,2014,11,1,"(36.7783, -119.4179)",California,Los Angeles,Consumer,Chairs,FUR-CH-10000988,Hon Olson Stacker Stools,0.2,112.648,1,112.648,11.2648
5785,CA-2017-141117,JK-16090,Standard Class,2017-10-07,2017-10-08,84 days,Fall,2017,10,5,"(43.8041, -120.5542)",Oregon,Springfield,Consumer,Bookcases,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,0.7,217.764,6,36.294000000000004,-384.7164
5789,CA-2017-115070,MG-18205,Second Class,2017-04-15,2017-04-14,259 days,Spring,2017,4,5,"(27.9944, -81.7603)",Florida,Jacksonville,Corporate,Furnishings,FUR-FU-10003829,Stackable Trays,0.2,12.32,5,2.464,1.848
5792,CA-2017-140186,PG-18820,First Class,2017-09-29,2017-10-02,92 days,Fall,2017,9,4,"(36.7783, -119.4179)",California,Bakersfield,Consumer,Chairs,FUR-CH-10002961,"Leather Task Chair, Black",0.2,72.784,1,72.784,0.0
